order_id,order_item_id,existing_profit,calculated_profit,difference,existing_margin,calculated_margin,existing_roi,calculated_roi
113-6880333-2562622,6196,25.51,0.00,-25.51,None,0.00,None,NULL
114-3172501-8013817,6197,25.51,0.00,-25.51,None,0.00,None,NULL
111-5759348-0304247,6198,25.51,0.00,-25.51,None,0.00,None,NULL
111-8078206-7207453,6199,25.51,0.00,-25.51,None,0.00,None,NULL
111-1648540-8352237,6221,1.35,0.00,-1.35,None,0.00,None,NULL
112-0166795-5741056,6228,18.22,0.00,-18.22,None,0.00,None,NULL
114-5950542-4241837,6244,14.5,0.00,-14.50,None,0.00,None,NULL
113-1306987-9725844,6246,14.5,0.00,-14.50,None,0.00,None,NULL
112-6557581-2815450,6182,47.0,0.00,-47.00,84.99,0.00,None,NULL
112-2047591-8973834,6158,-4003.1,-3684.86,318.24,-543.9,-500.66,-86.48,-85.49
111-3851394-6862631,6265,14.5,0.00,-14.50,None,0.00,None,NULL
111-2634068-4813841,6266,14.5,0.00,-14.50,None,0.00,None,NULL
114-2127706-3559438,1008,4.11,-6.72,-10.83,7.56,-12.37,9.77,-18.17
112-5058943-2179467,944,-8.51,-6.15,2.36,0.0,NULL,-153.06,NULL
113-8148388-2237849,5871,26.92,0.00,-26.92,None,0.00,None,NULL
112-9335112-4113011,1005,142.37,0.00,-142.37,81.61,0.00,3463.99,NULL
111-0339480-7001004,1104,-7.34,0.00,7.34,None,NULL,None,NULL
113-6584087-6893860,1105,-4.47,0.00,4.47,None,NULL,None,NULL
111-3208195-6702669,6113,224.85,0.00,-224.85,None,0.00,None,NULL
111-6433833-9009060,9329,132.44,-9.41,-141.85,96.66,-5.84,2898.03,NULL
114-0783545-5203454,6561,-59.14,-53.34,5.80,-39.6,-35.71,-31.78,-29.58
113-9322611-3480212,6581,-9044.38,-8965.00,79.38,-551.55,-546.71,-86.24,-86.14
112-3586612-9152257,6333,41.35,0.00,-41.35,18.98,0.00,28.75,0.00
111-8146299-0209849,6335,80.8,0.00,-80.80,31.87,0.00,60.0,0.00
112-7378691-4411464,6635,-39.9,-32.21,7.69,-48.84,-39.42,-36.49,-31.69
111-2895785-9269832,9328,80.47,-7.52,-87.99,94.68,-7.52,1780.31,NULL
111-0930454-4535459,6426,38.99,45.96,6.97,58.21,68.62,217.34,418.96
112-9913633-4787439,6879,-3184.29,-2585.29,599.00,-254.76,-206.84,-74.98,-70.87
112-9986001-3432222,9325,105.03,-8.49,-113.52,95.79,-6.58,2273.38,NULL
112-6977365-7337861,6455,-8.61,-3.05,5.56,-8.06,-2.85,-8.66,-3.25
112-7096815-9180227,6525,-54.52,-47.86,6.66,-47.11,-41.35,-35.66,-32.73
112-8058721-1890608,6925,105.74,0.00,-105.74,None,0.00,None,NULL
113-6405802-0485003,9554,100.03,0.00,-100.03,77.54,0.00,None,NULL
113-8072180-4198607,8171,-7.34,0.00,7.34,None,NULL,None,NULL
114-5523623-0577014,8173,40.81,-17.85,-58.66,19.06,-7.09,23.56,-10.95
111-2796381-8673054,6540,22.17,0.00,-22.17,28.44,0.00,50.29,0.00
111-3262698-3498604,10071,-7.56,0.00,7.56,None,NULL,None,NULL
111-8986250-2069024,6548,12.34,0.00,-12.34,6.86,0.00,8.89,0.00
112-8097483-0275443,7298,36.94,0.00,-36.94,None,0.00,None,0.00
114-2115476-8706668,6629,-12.75,-4.35,8.40,-255.0,-87.00,-75.0,-50.58
112-6436781-6704245,8780,-11.25,0.00,11.25,None,NULL,None,NULL
111-7201674-6551457,8781,-11.07,0.00,11.07,None,NULL,None,NULL
114-0996428-3774639,9272,136.27,-8.36,-144.63,96.79,-5.23,3014.82,NULL
111-5539394-4786626,6665,15.01,0.00,-15.01,None,0.00,None,0.00
111-5655557-9258642,8496,91.92,0.00,-91.92,77.96,0.00,None,NULL
114-5476410-5338632,6759,7.61,0.00,-7.61,None,0.00,None,0.00
114-1490020-2582653,6799,20.56,0.00,-20.56,None,0.00,None,0.00
114-8751964-0250638,6851,5.94,0.00,-5.94,None,0.00,None,0.00
113-8581495-7216269,6880,-1200.89,-1091.17,109.72,-61.78,-56.14,-41.25,-38.95
114-5496757-8513008,6927,17.61,0.00,-17.61,None,0.00,None,0.00
111-3688690-0524228,6930,15.92,0.00,-15.92,None,0.00,None,0.00
113-0956756-6514628,6933,17.61,0.00,-17.61,None,0.00,None,0.00
113-1028708-7808237,9576,60.41,0.00,-60.41,75.54,0.00,None,NULL
112-9339058-9937833,6934,9.26,0.00,-9.26,None,0.00,None,NULL
114-7450325-9161015,9577,-58.78,0.00,58.78,-39.52,0.00,-28.33,0.00
113-8584588-2389835,9581,69.84,0.00,-69.84,78.47,0.00,None,NULL
114-3875241-1737037,9578,60.41,0.00,-60.41,75.54,0.00,None,NULL
113-3864020-7789013,9575,272.19,0.00,-272.19,81.81,0.00,None,NULL
111-0168052-2615441,6935,2.4,-0.37,-2.77,None,-3.02,None,-4.63
111-0889767-9775443,6961,1.27,-0.91,-2.18,None,-1.60,None,-1.78
114-9938810-2513835,7011,53.76,0.00,-53.76,None,0.00,None,0.00
113-4203814-2881805,7044,27.95,0.00,-27.95,None,0.00,None,0.00
113-0109434-6154630,7045,39.38,0.00,-39.38,None,0.00,None,0.00
111-0503028-4093846,7066,161.47,0.00,-161.47,None,0.00,None,NULL
113-1449119-4845821,7138,8.17,-10.59,-18.76,11.28,-14.62,15.3,-23.54
112-3636992-8005058,7150,-247.98,-17.91,230.07,None,NULL,-126.2,-9.11
114-5276924-8990638,7103,22.85,0.00,-22.85,None,0.00,None,0.00
112-0706797-3781010,7108,22.85,0.00,-22.85,None,0.00,None,0.00
112-9672123-0467425,7144,-1345.72,-1145.72,200.00,-299.78,-255.23,-77.31,-74.36
114-3308973-4105815,7128,36.83,0.00,-36.83,None,0.00,None,NULL
114-4878095-7781852,7145,2.09,0.00,-2.09,None,0.00,None,0.00
111-6763544-4199416,7227,-16.11,-10.81,5.30,-13.15,-8.83,-13.4,-9.41
112-8279972-3022662,7188,-49.35,-41.07,8.28,-48.1,-40.03,-36.14,-32.02
111-2067167-8669057,7200,9.0,0.00,-9.00,None,0.00,None,0.00
114-6724699-6302620,6306,-61.01,-54.61,6.40,-53.05,-47.49,-38.43,-35.84
114-6905416-6732250,6332,153.8,0.00,-153.80,None,0.00,None,NULL
112-7787790-4815414,6344,-241.96,-226.00,15.96,-60.8,-56.79,-40.86,-39.22
113-0502423-7027439,6375,-867.18,-850.48,16.70,-140.19,-137.49,-62.25,-61.80
111-9836112-7363448,7499,113.64,0.00,-113.64,None,0.00,None,NULL
114-4753297-2997026,6474,-244.91,-146.37,98.54,-76.39,-45.66,-46.47,-34.16
113-9298931-8941040,6498,-1242.19,-1207.63,34.56,-207.07,-201.31,-70.9,-70.31
111-3784075-9154653,6497,-377.53,-359.26,18.27,-162.22,-154.37,-64.83,-63.69
112-1595914-2062613,6522,67.62,0.00,-67.62,85.0,0.00,None,NULL
111-3764401-7405849,6537,-54.57,-42.78,11.79,-54.59,-42.80,-39.11,-33.49
114-1033105-8162655,6560,-50.75,-43.78,6.97,-47.43,-40.92,-35.82,-32.49
111-3576711-8567414,6601,-1956.8,-1882.31,74.49,-213.63,-205.50,-70.83,-70.02
114-8155511-0469001,6603,-179.47,-112.71,66.76,-48.58,-30.51,-36.37,-26.41
113-2006820-3725860,6604,-196.19,-154.37,41.82,-130.85,-102.95,-60.62,-54.78
113-0803037-5145001,6573,-39.73,-7.95,31.78,0.0,NULL,0.0,NULL
111-4456503-1149836,6587,8.64,0.00,-8.64,10.56,0.00,14.18,0.00
114-6483908-2138615,9966,121.2,0.00,-121.20,79.44,0.00,None,NULL
114-8114749-4634657,6608,-39664.1,-31219.30,8444.80,-1975.99,-1555.29,-95.88,-94.82
114-6131907-6845063,6632,75.05,-2.65,-77.70,85.0,-3.00,None,NULL
114-8351584-7606624,6623,-89.1,-84.42,4.68,-61.15,-57.94,-41.0,-39.70
112-5074518-5691439,6609,4.22,0.00,-4.22,None,0.00,None,0.00
111-3682485-4673811,6673,13.93,0.00,-13.93,None,0.00,None,0.00
113-4580481-7775419,6633,-255.98,-247.34,8.64,-44.91,-43.39,-33.79,-33.03
111-9444751-1476228,6664,-504.41,-482.66,21.75,None,NULL,-110.75,-111.29
114-6062095-9108253,9338,113.84,0.00,-113.84,81.9,0.00,None,NULL
114-3366244-4763400,6685,-704.78,-624.38,80.40,-57.83,-51.23,-40.49,-37.61
112-3242906-6987446,6687,-58.09,-44.56,13.53,-58.14,-44.60,-40.62,-34.41
114-5478518-5733859,9262,10.09,-4.84,-14.93,59.49,-28.54,None,NULL
114-2510077-8243432,6699,-150.83,-138.19,12.64,-104.81,-96.03,-55.22,-53.05
112-7884640-6881854,6693,65.58,0.00,-65.58,None,0.00,None,NULL
114-2585505-7287408,6722,40.96,0.00,-40.96,None,0.00,None,NULL
113-8104646-2825009,9699,488.41,0.00,-488.41,86.12,0.00,None,NULL
113-5811970-3875456,6781,22.77,0.00,-22.77,None,0.00,None,0.00
112-9571564-7234608,6786,18.16,0.00,-18.16,None,0.00,None,0.00
112-3268573-7730665,6779,-45.95,-39.72,6.23,-77.38,-66.89,-47.66,-44.04
113-8403878-4174605,6790,-587.96,-528.66,59.30,-128.52,-115.55,-60.19,-57.62
111-4221588-6760259,6812,-210.65,-199.04,11.61,-65.7,-62.08,-43.6,-42.21
112-1816926-5157800,6877,-614.85,-581.19,33.66,-187.87,-177.58,-68.85,-67.63
112-7603237-1673805,6901,-91.88,-81.11,10.77,-76.48,-67.51,-47.36,-44.27
114-6340798-2833057,6959,-65.78,-50.54,15.24,-39.13,-30.06,-31.52,-26.13
113-9891146-6873868,6903,63.84,0.00,-63.84,None,0.00,None,NULL
111-7393866-3819441,9359,179.38,0.00,-179.38,81.56,0.00,None,NULL
114-8210422-0742628,6948,13.86,0.00,-13.86,None,0.00,None,0.00
111-1371421-3252227,9270,136.17,-8.46,-144.63,96.72,-5.29,2947.4,NULL
114-5656379-7249065,6994,133.44,0.00,-133.44,None,0.00,None,NULL
112-6735675-4989038,7018,217.25,0.00,-217.25,None,0.00,None,NULL
112-7860555-8787420,7006,-408.37,-394.43,13.94,-239.23,-231.07,-72.23,-71.52
113-1037244-4669053,7023,-747.93,-652.29,95.64,-226.34,-197.40,-72.0,-69.17
111-0909721-3225019,7050,-50.4,-42.05,8.35,-25.77,-21.50,-23.26,-20.19
112-4360199-9815436,7067,-145.83,-37.71,108.12,None,NULL,-163.34,-42.24
113-5297518-5628219,8162,-7.0,0.00,7.00,None,NULL,None,NULL
112-2449719-1050633,7082,148.27,0.00,-148.27,None,0.00,None,NULL
111-9869326-1997068,9245,2.59,-4.87,-7.46,35.92,-57.43,56.06,NULL
114-6624320-1301051,7102,310.32,0.00,-310.32,None,0.00,None,NULL
114-5473865-0311405,7180,-87.03,-72.03,15.00,-57.38,-47.49,-40.3,-35.84
112-5819061-6787442,7183,36.83,0.00,-36.83,None,0.00,None,NULL
112-6640360-2546641,7185,38.09,0.00,-38.09,None,0.00,None,NULL
112-4801929-4196251,7217,-57.44,-47.99,9.45,-40.22,-33.61,-32.12,-28.33
114-8397906-8269056,7252,62.76,0.00,-62.76,None,0.00,None,NULL
113-6078332-5206631,7253,163.11,0.00,-163.11,None,0.00,None,NULL
112-6368423-3961800,7254,30.22,0.00,-30.22,None,0.00,None,0.00
112-5997554-5861868,6671,70.76,0.00,-70.76,None,0.00,None,0.00
114-9687093-0485816,7218,5.35,-1.19,-6.54,None,-3.01,None,-4.20
112-2790187-7747418,6806,84.98,-3.00,-87.98,None,-3.00,None,NULL
111-4663220-3713857,6320,-49.41,0.00,49.41,-49.41,0.00,-36.76,0.00
114-8689783-4488230,6325,-38.25,0.00,38.25,-38.25,0.00,-31.03,0.00
112-3036509-6448260,6316,-62.03,-52.53,9.50,-49.21,-41.67,-35.86,-32.14
114-4451723-0792220,9386,16.21,0.00,-16.21,57.95,0.00,None,NULL
114-9400191-5493057,6711,132.87,0.00,-132.87,None,0.00,None,NULL
113-3588692-1287459,6743,40.85,0.00,-40.85,None,0.00,None,NULL
113-0366814-1284237,7189,12.51,0.00,-12.51,None,0.00,None,0.00
113-6616748-6963414,6679,-157.19,-145.90,11.29,-48.17,-44.71,-36.17,-34.47
114-8637574-4325818,6773,-44.16,-38.85,5.31,-46.12,-40.57,-35.17,-32.31
111-4582837-1153001,7157,5.81,-1.90,-7.71,None,-3.69,None,-5.26
111-0543066-0258644,6740,-74.32,-63.55,10.77,-45.32,-38.75,-34.0,-30.57
112-2369282-7438668,7258,-630.68,-622.39,8.29,-73.55,-72.58,-44.65,-44.32
113-2714952-6933866,9484,29.26,-5.91,-35.17,86.13,-14.79,621.23,NULL
114-3754505-5001055,9474,34.0,0.00,-34.00,68.03,0.00,None,NULL
111-5297313-9270668,9458,96.4,0.00,-96.40,74.73,0.00,None,NULL
112-6979842-5650632,9475,27.61,0.00,-27.61,69.08,0.00,None,NULL
114-6413745-1211402,9416,-931.03,0.00,931.03,-289.36,0.00,-77.78,0.00
112-3048112-2850638,9405,54.85,-6.72,-61.57,92.23,-9.60,1187.23,NULL
112-1240605-3915465,9548,24.35,0.00,-24.35,60.92,0.00,None,NULL
114-7438807-9056215,9551,199.42,0.00,-199.42,81.07,0.00,None,NULL
114-1167757-7180254,9549,199.42,0.00,-199.42,81.07,0.00,None,NULL
113-4096179-1983423,9538,105.03,-8.49,-113.52,95.79,-6.58,2273.38,NULL
113-2629735-3401002,9499,165.13,-10.84,-175.97,97.15,-5.42,3411.78,NULL
114-5041122-6949045,9539,139.13,-9.59,-148.72,96.85,-5.67,3078.1,NULL
111-0038330-3869047,9533,100.15,-7.43,-107.58,95.64,-6.24,2191.47,NULL
114-1690393-5499413,9501,25.15,-5.62,-30.77,84.62,-16.07,550.33,NULL
112-5210385-9422629,9417,147.31,-10.21,-157.52,96.82,-5.70,3043.6,NULL
113-9491740-5405003,9324,301.47,-15.32,-316.79,98.52,-4.26,6669.69,NULL
114-9103651-2072210,9572,15.33,-9.32,-24.65,54.73,-33.27,None,NULL
114-9254998-4770623,1131,-7.34,0.00,7.34,None,NULL,None,NULL
113-6573671-5141823,9336,126.55,-8.15,-134.70,96.51,-5.47,2769.15,NULL
113-9788187-6714642,9072,94.85,0.00,-94.85,83.0,0.00,None,NULL
113-6839310-4437058,8938,-14.31,0.00,14.31,None,NULL,None,NULL
112-1316531-4726630,9975,10.72,-5.75,-16.47,25.24,-11.51,33.76,-20.91
111-8221991-9161865,9399,-7.57,0.00,7.57,None,NULL,None,NULL
113-7350920-0043443,9742,63.7,0.00,-63.70,76.21,0.00,None,NULL
114-0920887-2837808,8676,246.49,-8.70,-255.19,85.0,-3.00,None,NULL
113-0418842-8623451,8503,70.74,0.00,-70.74,77.01,0.00,None,NULL
113-6001294-9446647,8498,-14.99,0.00,14.99,None,NULL,None,NULL
113-1190398-2618635,8505,5.87,0.00,-5.87,37.77,0.00,None,NULL
111-6116024-1017035,8893,-12.52,-8.57,3.95,-26.44,-16.04,-20.91,-16.32
113-1380478-6431454,8585,472.51,0.00,-472.51,83.5,0.00,None,NULL
112-8757979-4561050,1171,35.17,0.00,-35.17,68.79,0.00,None,NULL
112-2955577-1197026,1168,-8.4,0.00,8.40,None,NULL,None,NULL
112-1633882-2763425,9976,10.72,-5.75,-16.47,25.24,-11.51,33.76,-20.91
114-6723703-3311434,9669,178.07,0.00,-178.07,78.2,0.00,None,NULL
111-4839779-4587423,8684,42.32,0.00,-42.32,72.11,0.00,None,NULL
113-9046326-9869847,9977,40.67,-8.75,-49.42,27.13,-5.84,49.3,-10.61
111-7197952-7821832,8417,-7.34,0.00,7.34,None,NULL,None,NULL
111-6565574-1329032,9303,129.75,0.00,-129.75,81.56,0.00,None,NULL
113-9084375-6811466,9786,-4.11,0.00,4.11,None,NULL,None,NULL
112-3629966-5179437,8875,57.69,-7.53,-65.22,91.57,-10.16,1086.44,NULL
111-8899782-3709065,9384,140.24,0.00,-140.24,82.98,0.00,None,NULL
112-4169373-2992245,9107,819.1,0.00,-819.10,88.0,0.00,None,NULL
111-3153757-1992201,8897,67.87,0.00,-67.87,92.0,0.00,None,NULL
111-3348628-3228238,9316,295.36,0.00,-295.36,82.05,0.00,None,NULL
112-1929511-7427433,9314,34.0,0.00,-34.00,68.03,0.00,None,NULL
114-6026560-1354638,9313,77.5,0.00,-77.50,78.28,0.00,None,NULL
112-6676036-6431413,8689,148.51,0.00,-148.51,80.88,0.00,None,NULL
112-8178461-9389826,9309,254.62,0.00,-254.62,85.16,0.00,None,NULL
112-6213864-6005850,10117,64.88,0.00,-64.88,73.04,0.00,None,NULL
113-7496374-1765007,9334,31.84,0.00,-31.84,63.72,0.00,None,NULL
114-3646313-3782628,8347,214.56,0.00,-214.56,81.84,0.00,None,NULL
112-5206872-0832263,9518,-14.5,0.00,14.50,None,NULL,None,NULL
113-0460401-3891420,8592,1.08,0.00,-1.08,4.69,0.00,None,NULL
111-0529005-7710659,9333,59.16,0.00,-59.16,73.98,0.00,None,NULL
114-7954909-0460238,8799,790.76,0.00,-790.76,84.07,0.00,None,NULL
114-6653843-6895451,9319,295.36,0.00,-295.36,82.05,0.00,None,NULL
114-1574738-3003453,9973,10.72,-5.75,-16.47,25.24,-11.51,33.76,-20.91
114-6282107-3131433,9969,10.72,-5.75,-16.47,25.24,-11.51,33.76,-20.91
111-1715130-0380266,9565,165.87,0.00,-165.87,83.35,0.00,None,NULL
111-5728722-3721024,9571,15.87,0.00,-15.87,57.58,0.00,None,NULL
112-2340981-0821819,9563,109.65,0.00,-109.65,78.88,0.00,None,NULL
112-2381017-6778653,9564,-9.51,-8.16,1.35,-25.03,-18.26,-20.02,-20.06
113-5975867-9957028,9332,21.24,0.00,-21.24,60.74,0.00,None,NULL
112-5994736-8398614,8593,140.53,0.00,-140.53,55.81,0.00,None,NULL
112-4138769-1407439,9344,-15.47,0.00,15.47,None,NULL,None,NULL
112-3350399-4280229,9569,21.24,0.00,-21.24,60.74,0.00,None,NULL
114-8341662-5864217,9562,196.68,-10.34,-207.02,97.6,-4.52,4063.64,NULL
113-8874214-7204250,9567,130.44,-9.48,-139.92,96.51,-5.96,2769.43,NULL
112-8905493-3597022,9342,46.28,0.00,-46.28,71.23,0.00,None,NULL
114-6803941-1137833,9594,-22.46,0.00,22.46,-33.03,0.00,-24.83,0.00
113-6476103-1216239,9097,-9.62,0.00,9.62,None,NULL,None,NULL
112-0600077-3873047,9305,46.56,-6.21,-52.77,91.35,-10.36,1055.78,NULL
111-9981417-5302647,9593,106.3,0.00,-106.30,68.14,0.00,None,NULL
111-2929988-2707451,9596,197.87,0.00,-197.87,81.51,0.00,None,NULL
113-4616830-5726628,9589,247.65,0.00,-247.65,82.83,0.00,None,NULL
114-3392105-8958642,9350,141.15,0.00,-141.15,83.52,0.00,None,NULL
114-1724670-1743446,10060,266.38,0.00,-266.38,82.38,0.00,None,NULL
114-0193964-2227461,9592,-7.57,0.00,7.57,None,NULL,None,NULL
114-4228622-6238618,9590,80.54,-7.44,-87.98,94.78,-7.44,1813.96,NULL
112-7622436-9707412,10158,-8.48,0.00,8.48,None,NULL,None,NULL
111-5582448-9203402,7968,-3.16,-10.16,-7.00,-7.44,-20.32,-6.92,-27.47
112-1571492-3451415,9281,-4.11,0.00,4.11,None,NULL,None,NULL
111-8469045-5405824,8427,-8.64,0.00,8.64,None,NULL,None,NULL
111-8615344-2552245,8705,74.19,0.00,-74.19,77.13,0.00,None,NULL
113-8081809-9341850,8991,399.92,-49.39,-449.31,78.33,-9.67,None,NULL
112-6838470-0605817,9117,60.25,-11.53,-71.78,75.88,-14.52,None,NULL
112-9209505-2845845,8714,95.96,0.00,-95.96,56.04,0.00,None,NULL
111-3809666-3701059,8709,49.56,0.00,-49.56,57.3,0.00,None,NULL
114-3249745-6637031,9894,16.6,0.00,-16.60,25.92,0.00,34.99,0.00
111-6063206-0794636,8718,137.99,0.00,-137.99,83.42,0.00,None,NULL
112-9272561-1540217,9307,170.5,-9.40,-179.90,97.36,-4.72,3690.48,NULL
113-6961607-5046652,8716,131.03,0.00,-131.03,83.19,0.00,None,NULL
111-9534260-3461825,8717,42.36,0.00,-42.36,72.11,0.00,None,NULL
112-8756575-3338629,8995,143.07,0.00,-143.07,85.0,0.00,None,NULL
113-1380989-7467452,7939,2.11,0.00,-2.11,1.08,0.00,1.24,0.00
112-0493755-0988209,9118,20.05,-0.55,-20.60,88.02,-2.41,None,NULL
112-0678182-1014656,8818,129.21,-13.17,-142.38,82.04,-8.36,None,NULL
114-5386009-7073807,8817,42.64,-11.23,-53.87,69.66,-18.35,None,NULL
111-8928068-7914648,8816,538.71,-33.07,-571.78,85.17,-5.23,None,NULL
113-2356561-9610634,9105,129.99,-11.32,-141.31,83.16,-7.24,None,NULL
112-2803288-3713862,7950,-8.29,0.00,8.29,None,NULL,None,NULL
113-5373657-2433806,10068,16.85,-6.31,-23.16,31.24,-10.29,45.43,-19.57
111-5811363-9407439,8724,51.92,0.00,-51.92,74.18,0.00,None,NULL
111-6480476-0861031,9352,105.96,0.00,-105.96,82.14,0.00,None,NULL
111-2316854-3965829,9674,88.82,0.00,-88.82,77.57,0.00,None,NULL
112-7133566-4063458,9370,69.84,0.00,-69.84,78.47,0.00,None,NULL
114-6761130-9123416,9369,27.61,0.00,-27.61,69.08,0.00,None,NULL
111-0828374-8001868,9375,128.76,0.00,-128.76,80.98,0.00,None,NULL
113-1274240-3327413,9382,32.74,0.00,-32.74,65.61,0.00,None,NULL
114-3339353-1643429,9390,52.78,0.00,-52.78,73.21,0.00,None,NULL
112-5825141-8485814,8920,-22.75,0.00,22.75,None,NULL,None,NULL
114-3339353-1643429,9391,123.56,0.00,-123.56,82.93,0.00,None,NULL
112-0050569-9081062,9388,15.37,0.00,-15.37,56.95,0.00,None,NULL
111-6918971-9542654,9754,-7.57,0.00,7.57,None,NULL,None,NULL
114-5087810-2625004,9233,-31.75,0.00,31.75,None,NULL,None,NULL
112-4137360-2521861,9398,75.67,0.00,-75.67,76.43,0.00,None,NULL
113-8896135-0025033,9397,177.76,0.00,-177.76,71.39,0.00,None,NULL
112-1326952-8463440,9605,122.08,-9.04,-131.12,96.39,-6.07,2671.33,NULL
114-8466763-7249010,8002,7.24,-5.77,-13.01,16.94,-13.50,22.57,-21.38
111-7228847-0559439,9613,51.08,-6.09,-57.17,92.5,-9.37,1233.82,NULL
111-5723089-5331428,8003,12.51,-11.76,-24.27,22.52,-18.00,29.07,-35.38
114-4707055-7829842,10046,-4.25,0.00,4.25,None,NULL,None,NULL
113-0285008-7986673,9376,31.58,0.00,-31.58,63.17,0.00,None,NULL
114-5054669-4795403,8730,97.23,-3.43,-100.66,85.0,-3.00,None,NULL
112-3852487-1572217,9419,31.58,0.00,-31.58,63.17,0.00,None,NULL
114-8868275-4325803,9236,-9.62,0.00,9.62,None,NULL,None,NULL
112-6414336-1557068,9614,71.63,-7.54,-79.17,93.67,-8.38,1479.96,NULL
113-5060232-9427427,1189,45.03,0.00,-45.03,69.36,0.00,443.65,NULL
112-2702579-8451413,6524,-170.19,-161.79,8.40,-64.42,-61.24,-43.11,-41.88
111-7751533-9189045,7924,-7.34,0.00,7.34,None,NULL,None,NULL
114-9346837-2204219,9615,42.49,0.00,-42.49,70.85,0.00,None,NULL
111-2718266-4681868,9618,40.15,0.00,-40.15,67.21,0.00,None,NULL
113-6210395-5981811,9617,121.94,-9.18,-131.12,96.28,-6.16,2588.96,NULL
112-7113716-5784235,9619,19.67,0.00,-19.67,57.08,0.00,None,NULL
114-4535575-5221029,9422,138.69,0.00,-138.69,79.49,0.00,None,NULL
112-9950649-9070606,9420,115.88,0.00,-115.88,77.77,0.00,None,NULL
114-4257125-3583428,9424,45.9,0.00,-45.90,71.72,0.00,None,NULL
112-2693353-1354648,9393,128.4,0.00,-128.40,80.27,0.00,None,NULL
114-9749135-7938604,9620,-58.78,0.00,58.78,-39.52,0.00,-28.33,0.00
111-8749067-3261018,9353,-9.62,0.00,9.62,None,NULL,None,NULL
113-9029345-1609054,9423,42.49,0.00,-42.49,70.85,0.00,None,NULL
114-3526640-8112220,9394,29.74,0.00,-29.74,66.13,0.00,None,NULL
114-3245151-6096258,9624,-9.43,0.00,9.43,-21.59,0.00,-17.76,0.00
112-5124607-8817018,9621,-36.01,0.00,36.01,-25.07,0.00,-20.04,0.00
113-8644781-1926651,7875,344.86,0.00,-344.86,88.0,0.00,None,NULL
111-8294544-1293866,9239,15.32,0.00,-15.32,46.44,0.00,None,NULL
114-5916352-2508210,1223,-10.15,0.00,10.15,None,NULL,None,NULL
114-6392551-8683441,9425,24.5,0.00,-24.50,64.94,0.00,None,NULL
114-9197098-9809834,9628,-22.46,0.00,22.46,-33.03,0.00,-24.83,0.00
112-5181464-2802650,9625,-13.56,0.00,13.56,-39.92,0.00,-28.53,0.00
112-5181464-2802650,9626,-11.76,0.00,11.76,-49.47,0.00,-33.1,0.00
114-4216533-0221054,9627,50.65,-6.52,-57.17,91.72,-10.04,1108.32,NULL
111-9777438-0679431,9428,109.65,0.00,-109.65,78.88,0.00,None,NULL
113-8579242-3645017,9106,132.94,-8.37,-141.31,96.64,-5.35,2877.49,NULL
112-2051183-4793832,9431,23.17,0.00,-23.17,64.41,0.00,None,NULL
114-8672366-5566627,7970,386.96,0.00,-386.96,81.87,0.00,None,NULL
113-2693433-1833825,1230,-8.29,0.00,8.29,None,NULL,None,NULL
114-2135446-8237062,1187,613.34,-139.46,-752.80,17.65,-4.01,25.08,-5.84
112-2534372-4303422,9635,-34.39,0.00,34.39,-27.15,0.00,-21.35,0.00
112-7774399-3650653,9629,-30.5,0.00,30.50,-18.88,0.00,-15.88,0.00
111-8619994-0439453,9817,-4.71,-19.84,-15.13,-0.85,-3.15,-0.84,-3.58
113-7377953-5169064,9630,-63.94,0.00,63.94,-32.85,0.00,-24.73,0.00
114-8206359-0555451,9631,-91.55,0.00,91.55,-29.81,0.00,-22.96,0.00
113-2795281-8394657,7975,77.57,0.00,-77.57,77.65,0.00,1056.81,NULL
111-7679248-6874607,7965,1.25,-11.19,-12.44,1.16,-10.37,1.42,-13.85
113-1729546-8409818,9781,3.07,-9.78,-12.85,8.44,-22.86,9.22,-39.44
114-8560583-0225042,9365,-13.56,0.00,13.56,-39.92,0.00,-28.53,0.00
114-5545092-2837854,9308,-208.74,-9.64,199.10,-130.48,-6.03,-61.42,-2.84
112-5869982-5688233,9934,23.12,-12.11,-35.23,15.42,-6.87,18.23,-10.09
111-2319159-7199421,7974,12.97,-7.23,-20.20,20.18,-11.25,28.09,-18.09
111-9629068-7697002,7986,30.55,-13.13,-43.68,16.98,-7.30,23.9,-11.03
112-6916767-3066635,9237,-11.34,0.00,11.34,None,NULL,None,NULL
114-7895623-2623443,9240,32.87,0.00,-32.87,65.75,0.00,None,NULL
111-1548384-7834635,1213,6.06,-10.86,-16.92,13.6,-24.37,19.04,-48.70
111-0776851-8694617,1065,-15.0,-6.70,8.30,0.0,NULL,-324.68,NULL
112-5546426-3218651,7992,271.27,0.00,-271.27,97.03,0.00,3272.26,NULL
114-3932911-6948245,9402,138.36,0.00,-138.36,82.92,0.00,None,NULL
111-9464322-3784219,9242,14.03,0.00,-14.03,46.81,0.00,None,NULL
111-8898014-7020204,9241,63.05,0.00,-63.05,63.06,0.00,None,NULL
111-9174901-7259449,9440,37.86,0.00,-37.86,76.42,0.00,None,NULL
113-9972801-5433021,9411,26.4,0.00,-26.40,66.05,0.00,None,NULL
111-6911183-0246668,9410,99.02,0.00,-99.02,76.76,0.00,None,NULL
111-0389243-7413856,9560,130.53,-9.39,-139.92,96.58,-5.91,2825.32,NULL
111-5543386-8711443,9438,106.27,0.00,-106.27,70.89,0.00,None,NULL
